167.744, 129.428, 8.333, 22.900 False
167.328, 129.432, 8.333, 22.950 False
166.911, 129.436, 8.321, 23.000 False
166.498, 129.440, 8.246, 23.050 False
166.091, 129.444, 8.102, 23.100 False
165.694, 129.448, 7.909, 23.150 False
165.307, 129.451, 7.687, 23.200 False
164.932, 129.455, 7.444, 23.250 False
164.570, 129.458, 7.185, 23.300 False
164.220, 129.461, 6.937, 23.350 False
163.882, 129.464, 6.707, 23.400 False
163.554, 129.467, 6.509, 23.450 False
163.235, 129.469, 6.334, 23.500 False
162.923, 129.472, 6.183, 23.550 False
162.618, 129.474, 6.043, 23.600 False
162.320, 129.477, 5.916, 23.650 False
162.028, 129.479, 5.789, 23.700 False
161.742, 129.481, 5.680, 23.750 False
161.461, 129.483, 5.584, 23.800 False
161.183, 129.485, 5.522, 23.850 False
160.908, 129.487, 5.471, 23.900 False
160.635, 129.489, 5.434, 23.950 False
160.363, 129.491, 5.423, 24.000 False
160.091, 129.493, 5.433, 24.050 False
159.817, 129.495, 5.467, 24.100 False
159.541, 129.496, 5.509, 24.150 False
159.264, 129.498, 5.552, 24.200 False
158.984, 129.500, 5.586, 24.250 False
158.704, 129.502, 5.607, 24.300 False
158.423, 129.503, 5.616, 24.350 False
158.142, 129.505, 5.613, 24.400 False
157.862, 129.507, 5.602, 24.450 False
157.582, 129.508, 5.584, 24.500 False
157.304, 129.510, 5.562, 24.550 False
157.027, 129.511, 5.536, 24.600 False
156.751, 129.513, 5.507, 24.650 False
156.477, 129.514, 5.473, 24.700 False
156.205, 129.516, 5.437, 24.750 False
155.934, 129.517, 5.397, 24.800 False
155.666, 129.518, 5.358, 24.850 False
155.400, 129.520, 5.317, 24.900 False
155.135, 129.521, 5.288, 24.950 False
154.871, 129.522, 5.277, 25.000 False
154.607, 129.523, 5.286, 25.050 False
154.341, 129.524, 5.325, 25.100 False
154.072, 129.524, 5.386, 25.150 False
153.799, 129.524, 5.469, 25.200 False
153.522, 129.525, 5.550, 25.250 False
153.242, 129.525, 5.619, 25.300 False
152.959, 129.526, 5.669, 25.350 False
152.674, 129.526, 5.700, 25.400 False
152.389, 129.527, 5.716, 25.450 False
152.103, 129.528, 5.717, 25.500 False
151.818, 129.528, 5.711, 25.550 False
151.533, 129.529, 5.697, 25.600 False
151.249, 129.529, 5.678, 25.650 False
150.966, 129.529, 5.654, 25.700 False
150.685, 129.530, 5.626, 25.750 False
150.405, 129.530, 5.593, 25.800 False
150.127, 129.531, 5.557, 25.850 False
149.851, 129.531, 5.516, 25.900 False
149.576, 129.531, 5.476, 25.950 False
149.304, 129.531, 5.434, 26.000 False
149.034, 129.532, 5.405, 26.050 False
148.764, 129.532, 5.394, 26.100 False
148.494, 129.532, 5.403, 26.150 False
148.222, 129.532, 5.442, 26.200 False
147.947, 129.531, 5.501, 26.250 False
147.669, 129.531, 5.580, 26.300 False
147.387, 129.530, 5.658, 26.350 False
147.101, 129.530, 5.724, 26.400 False
146.813, 129.530, 5.770, 26.450 False
146.523, 129.530, 5.797, 26.500 False
146.233, 129.529, 5.810, 26.550 False
145.943, 129.529, 5.809, 26.600 False
145.653, 129.529, 5.800, 26.650 False
145.364, 129.528, 5.782, 26.700 False
145.076, 129.528, 5.761, 26.750 False
144.789, 129.528, 5.734, 26.800 False
144.504, 129.527, 5.704, 26.850 False
144.220, 129.527, 5.668, 26.900 False
143.938, 129.527, 5.630, 26.950 False
143.659, 129.526, 5.586, 27.000 False
143.381, 129.526, 5.544, 27.050 False
143.105, 129.525, 5.500, 27.100 False
142.832, 129.525, 5.468, 27.150 False
142.559, 129.524, 5.456, 27.200 False
142.286, 129.524, 5.463, 27.250 False
142.011, 129.524, 5.500, 27.300 False
141.733, 129.523, 5.558, 27.350 False
141.452, 129.523, 5.642, 27.400 False
141.166, 129.522, 5.724, 27.450 False
140.877, 129.522, 5.789, 27.500 False
140.586, 129.521, 5.829, 27.550 False
140.294, 129.521, 5.851, 27.600 False
140.001, 129.520, 5.858, 27.650 False
139.709, 129.520, 5.853, 27.700 False
139.417, 129.519, 5.842, 27.750 False
139.126, 129.518, 5.822, 27.800 False
138.836, 129.518, 5.798, 27.850 False
138.547, 129.517, 5.769, 27.900 False
138.260, 129.517, 5.738, 27.950 False
137.975, 129.516, 5.700, 28.000 False
137.691, 129.516, 5.661, 28.050 False
137.410, 129.515, 5.617, 28.100 False
137.131, 129.514, 5.573, 28.150 False
136.854, 129.514, 5.528, 28.200 False
136.579, 129.513, 5.495, 28.250 False
136.305, 129.513, 5.482, 28.300 False
136.030, 129.512, 5.489, 28.350 False
135.754, 129.512, 5.525, 28.400 False
135.476, 129.511, 5.582, 28.450 False
135.193, 129.510, 5.658, 28.500 False
134.907, 129.510, 5.732, 28.550 False
134.618, 129.509, 5.796, 28.600 False
134.326, 129.509, 5.836, 28.650 False
134.034, 129.508, 5.850, 28.700 False
133.742, 129.507, 5.825, 28.750 False
133.454, 129.507, 5.750, 28.800 False
133.171, 129.506, 5.636, 28.850 False
132.896, 129.506, 5.487, 28.900 False
132.628, 129.505, 5.309, 28.950 False
132.371, 129.504, 5.106, 29.000 False
132.124, 129.504, 4.884, 29.050 False
131.889, 129.503, 4.651, 29.100 False
131.665, 129.503, 4.432, 29.150 False
131.451, 129.502, 4.221, 29.200 False
131.247, 129.502, 4.025, 29.250 False
131.053, 129.502, 3.837, 29.300 False
130.867, 129.501, 3.667, 29.350 False
130.689, 129.501, 3.495, 29.400 False
130.520, 129.501, 3.339, 29.450 False
130.358, 129.500, 3.180, 29.500 False
130.204, 129.500, 3.023, 29.550 False
130.058, 129.500, 2.869, 29.600 False
129.920, 129.499, 2.720, 29.650 False
129.788, 129.499, 2.577, 29.700 False
129.664, 129.499, 2.440, 29.750 False
129.546, 129.499, 2.310, 29.800 False
129.434, 129.498, 2.186, 29.850 False
129.329, 129.498, 2.068, 29.900 False
129.229, 129.498, 1.956, 29.950 False
129.134, 129.498, 1.849, 30.000 False
129.045, 129.498, 1.749, 30.050 False
128.960, 129.498, 1.654, 30.100 False
128.880, 129.497, 1.564, 30.150 False
128.805, 129.497, 1.479, 30.200 False
128.733, 129.497, 1.398, 30.250 False
128.665, 129.497, 1.322, 30.300 False
128.601, 129.497, 1.250, 30.350 False
128.541, 129.497, 1.182, 30.400 False
128.484, 129.497, 1.118, 30.450 False
128.430, 129.497, 1.057, 30.500 False
128.378, 129.496, 1.000, 30.550 False
128.330, 129.496, 0.945, 30.600 False
128.284, 129.496, 0.894, 30.650 False
128.241, 129.496, 0.845, 30.700 False
128.200, 129.496, 0.799, 30.750 False
128.161, 129.496, 0.756, 30.800 False
128.125, 129.496, 0.715, 30.850 False
128.090, 129.496, 0.676, 30.900 False
128.057, 129.496, 0.639, 30.950 False
128.028, 129.496, 0.549, 31.000 False
128.003, 129.496, 0.496, 31.050 False
127.981, 129.496, 0.404, 31.100 False
127.962, 129.496, 0.380, 31.150 False
127.945, 129.496, 0.339, 31.200 False
127.927, 129.496, 0.337, 31.250 False
127.905, 129.496, 0.414, 31.300 False
127.884, 129.496, 0.408, 31.350 False
127.861, 129.496, 0.504, 31.400 False
127.829, 129.495, 0.666, 31.450 False
127.790, 129.495, 0.788, 31.500 False
127.745, 129.495, 0.940, 31.550 False
127.689, 129.495, 1.177, 31.600 False
127.618, 129.495, 1.496, 31.650 False
127.532, 129.495, 1.776, 31.700 False
127.433, 129.495, 2.035, 31.750 False
127.322, 129.495, 2.283, 31.800 False
127.198, 129.495, 2.529, 31.850 False
127.063, 129.495, 2.775, 31.900 False
126.916, 129.495, 3.022, 31.950 False
126.756, 129.495, 3.268, 32.000 False
126.584, 129.494, 3.512, 32.050 False
126.400, 129.494, 3.756, 32.100 False
126.204, 129.494, 3.997, 32.150 False
125.996, 129.494, 4.237, 32.200 False
125.776, 129.494, 4.474, 32.250 False
125.545, 129.494, 4.709, 32.300 False
125.301, 129.493, 4.935, 32.350 False
125.048, 129.493, 5.141, 32.400 False
124.785, 129.493, 5.316, 32.450 False
124.515, 129.493, 5.456, 32.500 False
124.239, 129.493, 5.564, 32.550 False
123.959, 129.493, 5.645, 32.600 False
123.676, 129.492, 5.708, 32.650 False
123.390, 129.492, 5.755, 32.700 False
123.102, 129.492, 5.792, 32.750 False
122.813, 129.492, 5.801, 32.800 False
122.524, 129.492, 5.800, 32.850 False
122.235, 129.492, 5.790, 32.900 False
121.946, 129.492, 5.793, 32.950 False
121.658, 129.491, 5.791, 33.000 False
121.368, 129.491, 5.795, 33.050 False
121.079, 129.491, 5.788, 33.100 False
120.790, 129.491, 5.784, 33.150 False
120.502, 129.491, 5.768, 33.200 False
120.214, 129.491, 5.754, 33.250 False
